#    L    TT             EE             BB             TE             PP             TP             EP          
  1232    0.81905E+03    0.24482E+02    0.10479E-03    0.81363E+01    0.34935E-08    0.87155E-06   -0.27422E-06
  1233    0.81483E+03    0.24682E+02    0.10450E-03    0.77461E+01    0.34875E-08    0.87642E-06   -0.27677E-06
  1234    0.81055E+03    0.24879E+02    0.10421E-03    0.73413E+01    0.34816E-08    0.88106E-06   -0.27928E-06
  1235    0.80658E+03    0.25075E+02    0.10392E-03    0.69207E+01    0.34757E-08    0.88545E-06   -0.28173E-06
  1236    0.80247E+03    0.25268E+02    0.10363E-03    0.64849E+01    0.34699E-08    0.88960E-06   -0.28414E-06
  1237    0.79837E+03    0.25460E+02    0.10334E-03    0.60333E+01    0.34640E-08    0.89350E-06   -0.28649E-06
  1238    0.79436E+03    0.25650E+02    0.10305E-03    0.55667E+01    0.34581E-08    0.89715E-06   -0.28880E-06
  1239    0.79036E+03    0.25837E+02    0.10276E-03    0.50853E+01    0.34523E-08    0.90054E-06   -0.29105E-06
  1240    0.78637E+03    0.26023E+02    0.10247E-03    0.45904E+01    0.34465E-08    0.90367E-06   -0.29326E-06
  1241    0.78253E+03    0.26205E+02    0.10217E-03    0.40808E+01    0.34407E-08    0.90654E-06   -0.29541E-06
  1242    0.77864E+03    0.26387E+02    0.10188E-03    0.35588E+01    0.34349E-08    0.90914E-06   -0.29751E-06
  1243    0.77483E+03    0.26564E+02    0.10159E-03    0.30212E+01    0.34291E-08    0.91146E-06   -0.29955E-06
  1244    0.77110E+03    0.26741E+02    0.10130E-03    0.24718E+01    0.34233E-08    0.91351E-06   -0.30154E-06
  1245    0.76745E+03    0.26914E+02    0.10101E-03    0.19092E+01    0.34175E-08    0.91528E-06   -0.30347E-06
  1246    0.76382E+03    0.27084E+02    0.10072E-03    0.13350E+01    0.34118E-08    0.91676E-06   -0.30535E-06
  1247    0.76020E+03    0.27251E+02    0.10044E-03    0.74784E+00    0.34060E-08    0.91795E-06   -0.30718E-06
  1248    0.75666E+03    0.27416E+02    0.10015E-03    0.14843E+00    0.34003E-08    0.91885E-06   -0.30894E-06
  1249    0.75320E+03    0.27579E+02    0.99859E-04   -0.46227E+00    0.33946E-08    0.91945E-06   -0.31065E-06
  1250    0.74983E+03    0.27738E+02    0.99572E-04   -0.10843E+01    0.33889E-08    0.91975E-06   -0.31231E-06
  1251    0.74646E+03    0.27893E+02    0.99286E-04   -0.17176E+01    0.33832E-08    0.91975E-06   -0.31390E-06
  1252    0.74326E+03    0.28046E+02    0.99000E-04   -0.23617E+01    0.33775E-08    0.91946E-06   -0.31544E-06
  1253    0.73998E+03    0.28195E+02    0.98716E-04   -0.30161E+01    0.33719E-08    0.91889E-06   -0.31691E-06
  1254    0.73679E+03    0.28341E+02    0.98432E-04   -0.36806E+01    0.33662E-08    0.91806E-06   -0.31834E-06
  1255    0.73368E+03    0.28484E+02    0.98149E-04   -0.43552E+01    0.33606E-08    0.91698E-06   -0.31970E-06
  1256    0.73073E+03    0.28623E+02    0.97867E-04   -0.50391E+01    0.33549E-08    0.91566E-06   -0.32101E-06
  1257    0.72779E+03    0.28759E+02    0.97586E-04   -0.57323E+01    0.33493E-08    0.91413E-06   -0.32227E-06
  1258    0.72485E+03    0.28891E+02    0.97305E-04   -0.64344E+01    0.33437E-08    0.91239E-06   -0.32347E-06
  1259    0.72199E+03    0.29020E+02    0.97026E-04   -0.71452E+01    0.33381E-08    0.91046E-06   -0.32462E-06
  1260    0.71922E+03    0.29144E+02    0.96748E-04   -0.78641E+01    0.33325E-08    0.90835E-06   -0.32572E-06
  1261    0.71652E+03    0.29266E+02    0.96471E-04   -0.85911E+01    0.33270E-08    0.90607E-06   -0.32676E-06
  1262    0.71390E+03    0.29385E+02    0.96195E-04   -0.93255E+01    0.33214E-08    0.90365E-06   -0.32775E-06
  1263    0.71137E+03    0.29499E+02    0.95919E-04   -0.10067E+02    0.33159E-08    0.90110E-06   -0.32870E-06
  1264    0.70883E+03    0.29610E+02    0.95646E-04   -0.10816E+02    0.33103E-08    0.89842E-06   -0.32959E-06
  1265    0.70646E+03    0.29716E+02    0.95373E-04   -0.11572E+02    0.33048E-08    0.89564E-06   -0.33043E-06
  1266    0.70408E+03    0.29819E+02    0.95101E-04   -0.12334E+02    0.32993E-08    0.89276E-06   -0.33122E-06
  1267    0.70179E+03    0.29917E+02    0.94831E-04   -0.13102E+02    0.32938E-08    0.88981E-06   -0.33197E-06
  1268    0.69958E+03    0.30014E+02    0.94562E-04   -0.13876E+02    0.32883E-08    0.88679E-06   -0.33267E-06
  1269    0.69745E+03    0.30104E+02    0.94294E-04   -0.14655E+02    0.32829E-08    0.88372E-06   -0.33332E-06
  1270    0.69538E+03    0.30190E+02    0.94027E-04   -0.15439E+02    0.32774E-08    0.88062E-06   -0.33392E-06
  1271    0.69338E+03    0.30274E+02    0.93762E-04   -0.16228E+02    0.32720E-08    0.87749E-06   -0.33448E-06
  1272    0.69145E+03    0.30353E+02    0.93498E-04   -0.17021E+02    0.32665E-08    0.87436E-06   -0.33500E-06
  1273    0.68956E+03    0.30427E+02    0.93236E-04   -0.17818E+02    0.32611E-08    0.87124E-06   -0.33547E-06
  1274    0.68777E+03    0.30497E+02    0.92975E-04   -0.18619E+02    0.32557E-08    0.86814E-06   -0.33589E-06
  1275    0.68604E+03    0.30563E+02    0.92715E-04   -0.19422E+02    0.32503E-08    0.86507E-06   -0.33628E-06
  1276    0.68437E+03    0.30625E+02    0.92457E-04   -0.20229E+02    0.32449E-08    0.86206E-06   -0.33662E-06
  1277    0.68277E+03    0.30684E+02    0.92201E-04   -0.21038E+02    0.32395E-08    0.85911E-06   -0.33691E-06
  1278    0.68125E+03    0.30738E+02    0.91946E-04   -0.21849E+02    0.32341E-08    0.85623E-06   -0.33717E-06
  1279    0.67979E+03    0.30787E+02    0.91692E-04   -0.22661E+02    0.32288E-08    0.85345E-06   -0.33739E-06
  1280    0.67842E+03    0.30832E+02    0.91441E-04   -0.23476E+02    0.32234E-08    0.85078E-06   -0.33757E-06
  1281    0.67711E+03    0.30874E+02    0.91190E-04   -0.24291E+02    0.32181E-08    0.84822E-06   -0.33770E-06
  1282    0.67587E+03    0.30910E+02    0.90942E-04   -0.25107E+02    0.32128E-08    0.84580E-06   -0.33780E-06
  1283    0.67470E+03    0.30943E+02    0.90695E-04   -0.25923E+02    0.32075E-08    0.84354E-06   -0.33787E-06
  1284    0.67360E+03    0.30971E+02    0.90450E-04   -0.26739E+02    0.32022E-08    0.84143E-06   -0.33789E-06
  1285    0.67256E+03    0.30995E+02    0.90206E-04   -0.27555E+02    0.31969E-08    0.83950E-06   -0.33788E-06
  1286    0.67160E+03    0.31014E+02    0.89965E-04   -0.28370E+02    0.31916E-08    0.83777E-06   -0.33783E-06
  1287    0.67070E+03    0.31029E+02    0.89725E-04   -0.29183E+02    0.31864E-08    0.83624E-06   -0.33774E-06
  1288    0.66988E+03    0.31040E+02    0.89487E-04   -0.29995E+02    0.31811E-08    0.83493E-06   -0.33763E-06
  1289    0.66913E+03    0.31047E+02    0.89251E-04   -0.30805E+02    0.31759E-08    0.83386E-06   -0.33747E-06
  1290    0.66843E+03    0.31049E+02    0.89017E-04   -0.31613E+02    0.31706E-08    0.83303E-06   -0.33729E-06
  1291    0.66781E+03    0.31047E+02    0.88785E-04   -0.32418E+02    0.31654E-08    0.83247E-06   -0.33707E-06
  1292    0.66725E+03    0.31039E+02    0.88554E-04   -0.33221E+02    0.31602E-08    0.83218E-06   -0.33682E-06
  1293    0.66676E+03    0.31029E+02    0.88326E-04   -0.34021E+02    0.31550E-08    0.83219E-06   -0.33654E-06
  1294    0.66634E+03    0.31013E+02    0.88100E-04   -0.34814E+02    0.31498E-08    0.83250E-06   -0.33622E-06
  1295    0.66598E+03    0.30994E+02    0.87876E-04   -0.35606E+02    0.31446E-08    0.83313E-06   -0.33588E-06
  1296    0.66568E+03    0.30970E+02    0.87653E-04   -0.36391E+02    0.31395E-08    0.83410E-06   -0.33551E-06
  1297    0.66545E+03    0.30943E+02    0.87433E-04   -0.37172E+02    0.31343E-08    0.83541E-06   -0.33510E-06
  1298    0.66528E+03    0.30911E+02    0.87215E-04   -0.37948E+02    0.31292E-08    0.83709E-06   -0.33467E-06
  1299    0.66516E+03    0.30874E+02    0.87000E-04   -0.38719E+02    0.31240E-08    0.83914E-06   -0.33421E-06
  1300    0.66512E+03    0.30833E+02    0.86786E-04   -0.39484E+02    0.31189E-08    0.84159E-06   -0.33373E-06
  1301    0.66514E+03    0.30789E+02    0.86575E-04   -0.40242E+02    0.31138E-08    0.84443E-06   -0.33322E-06
  1302    0.66522E+03    0.30739E+02    0.86365E-04   -0.40992E+02    0.31087E-08    0.84766E-06   -0.33268E-06
  1303    0.66535E+03    0.30686E+02    0.86158E-04   -0.41738E+02    0.31036E-08    0.85125E-06   -0.33211E-06
  1304    0.66555E+03    0.30629E+02    0.85953E-04   -0.42475E+02    0.30985E-08    0.85519E-06   -0.33152E-06
  1305    0.66580E+03    0.30567E+02    0.85750E-04   -0.43206E+02    0.30934E-08    0.85945E-06   -0.33090E-06
  1306    0.66610E+03    0.30503E+02    0.85549E-04   -0.43928E+02    0.30884E-08    0.86401E-06   -0.33026E-06
  1307    0.66648E+03    0.30433E+02    0.85350E-04   -0.44641E+02    0.30833E-08    0.86885E-06   -0.32959E-06
  1308    0.66691E+03    0.30359E+02    0.85153E-04   -0.45349E+02    0.30783E-08    0.87395E-06   -0.32889E-06
  1309    0.66738E+03    0.30281E+02    0.84957E-04   -0.46046E+02    0.30733E-08    0.87930E-06   -0.32816E-06
  1310    0.66792E+03    0.30199E+02    0.84763E-04   -0.46735E+02    0.30683E-08    0.88486E-06   -0.32740E-06
  1311    0.66850E+03    0.30114E+02    0.84571E-04   -0.47415E+02    0.30632E-08    0.89063E-06   -0.32662E-06
  1312    0.66916E+03    0.30025E+02    0.84380E-04   -0.48085E+02    0.30582E-08    0.89657E-06   -0.32581E-06
  1313    0.66986E+03    0.29931E+02    0.84191E-04   -0.48746E+02    0.30533E-08    0.90267E-06   -0.32498E-06
  1314    0.67061E+03    0.29834E+02    0.84003E-04   -0.49397E+02    0.30483E-08    0.90891E-06   -0.32411E-06
  1315    0.67140E+03    0.29734E+02    0.83817E-04   -0.50038E+02    0.30433E-08    0.91527E-06   -0.32322E-06
  1316    0.67226E+03    0.29628E+02    0.83632E-04   -0.50668E+02    0.30384E-08    0.92172E-06   -0.32229E-06
  1317    0.67316E+03    0.29521E+02    0.83448E-04   -0.51288E+02    0.30334E-08    0.92825E-06   -0.32134E-06
  1318    0.67410E+03    0.29409E+02    0.83266E-04   -0.51897E+02    0.30285E-08    0.93483E-06   -0.32036E-06
  1319    0.67510E+03    0.29293E+02    0.83085E-04   -0.52495E+02    0.30236E-08    0.94145E-06   -0.31936E-06
  1320    0.67613E+03    0.29173E+02    0.82905E-04   -0.53082E+02    0.30186E-08    0.94809E-06   -0.31832E-06
  1321    0.67721E+03    0.29052E+02    0.82726E-04   -0.53658E+02    0.30137E-08    0.95471E-06   -0.31726E-06
  1322    0.67833E+03    0.28925E+02    0.82548E-04   -0.54221E+02    0.30088E-08    0.96132E-06   -0.31616E-06
  1323    0.67950E+03    0.28795E+02    0.82371E-04   -0.54772E+02    0.30040E-08    0.96787E-06   -0.31504E-06
  1324    0.68071E+03    0.28662E+02    0.82194E-04   -0.55312E+02    0.29991E-08    0.97436E-06   -0.31389E-06
  1325    0.68196E+03    0.28526E+02    0.82019E-04   -0.55839E+02    0.29942E-08    0.98075E-06   -0.31271E-06
  1326    0.68326E+03    0.28387E+02    0.81844E-04   -0.56354E+02    0.29894E-08    0.98704E-06   -0.31150E-06
  1327    0.68457E+03    0.28245E+02    0.81671E-04   -0.56857E+02    0.29845E-08    0.99320E-06   -0.31026E-06
  1328    0.68594E+03    0.28100E+02    0.81498E-04   -0.57345E+02    0.29797E-08    0.99921E-06   -0.30899E-06
  1329    0.68734E+03    0.27951E+02    0.81325E-04   -0.57821E+02    0.29748E-08    0.10050E-05   -0.30769E-06
  1330    0.68877E+03    0.27799E+02    0.81153E-04   -0.58283E+02    0.29700E-08    0.10107E-05   -0.30636E-06
  1331    0.69025E+03    0.27645E+02    0.80981E-04   -0.58732E+02    0.29652E-08    0.10161E-05   -0.30500E-06
  1332    0.69174E+03    0.27487E+02    0.80810E-04   -0.59168E+02    0.29604E-08    0.10213E-05   -0.30361E-06
  1333    0.69327E+03    0.27327E+02    0.80640E-04   -0.59589E+02    0.29556E-08    0.10263E-05   -0.30219E-06
  1334    0.69483E+03    0.27165E+02    0.80469E-04   -0.59997E+02    0.29509E-08    0.10310E-05   -0.30074E-06
  1335    0.69642E+03    0.26999E+02    0.80299E-04   -0.60390E+02    0.29461E-08    0.10353E-05   -0.29926E-06
  1336    0.69803E+03    0.26831E+02    0.80129E-04   -0.60768E+02    0.29413E-08    0.10394E-05   -0.29775E-06
  1337    0.69968E+03    0.26660E+02    0.79959E-04   -0.61133E+02    0.29366E-08    0.10431E-05   -0.29621E-06
  1338    0.70134E+03    0.26487E+02    0.79789E-04   -0.61483E+02    0.29319E-08    0.10465E-05   -0.29463E-06
  1339    0.70303E+03    0.26311E+02    0.79620E-04   -0.61819E+02    0.29271E-08    0.10495E-05   -0.29303E-06
  1340    0.70474E+03    0.26134E+02    0.79450E-04   -0.62140E+02    0.29224E-08    0.10521E-05   -0.29140E-06
  1341    0.70647E+03    0.25955E+02    0.79280E-04   -0.62446E+02    0.29177E-08    0.10543E-05   -0.28973E-06
  1342    0.70821E+03    0.25773E+02    0.79110E-04   -0.62737E+02    0.29130E-08    0.10561E-05   -0.28803E-06
  1343    0.70998E+03    0.25589E+02    0.78940E-04   -0.63013E+02    0.29083E-08    0.10574E-05   -0.28630E-06
  1344    0.71177E+03    0.25403E+02    0.78770E-04   -0.63274E+02    0.29036E-08    0.10582E-05   -0.28454E-06
  1345    0.71356E+03    0.25216E+02    0.78599E-04   -0.63518E+02    0.28989E-08    0.10585E-05   -0.28275E-06
  1346    0.71537E+03    0.25026E+02    0.78428E-04   -0.63749E+02    0.28943E-08    0.10583E-05   -0.28093E-06
  1347    0.71720E+03    0.24835E+02    0.78256E-04   -0.63964E+02    0.28896E-08    0.10575E-05   -0.27907E-06
  1348    0.71903E+03    0.24642E+02    0.78084E-04   -0.64162E+02    0.28850E-08    0.10562E-05   -0.27718E-06
  1349    0.72088E+03    0.24446E+02    0.77911E-04   -0.64345E+02    0.28804E-08    0.10543E-05   -0.27526E-06
  1350    0.72273E+03    0.24251E+02    0.77738E-04   -0.64513E+02    0.28757E-08    0.10518E-05   -0.27331E-06
  1351    0.72459E+03    0.24053E+02    0.77564E-04   -0.64664E+02    0.28711E-08    0.10487E-05   -0.27133E-06
  1352    0.72645E+03    0.23854E+02    0.77390E-04   -0.64800E+02    0.28665E-08    0.10450E-05   -0.26931E-06
  1353    0.72832E+03    0.23655E+02    0.77214E-04   -0.64920E+02    0.28619E-08    0.10408E-05   -0.26726E-06
  1354    0.73019E+03    0.23454E+02    0.77039E-04   -0.65025E+02    0.28573E-08    0.10361E-05   -0.26519E-06
  1355    0.73207E+03    0.23252E+02    0.76862E-04   -0.65113E+02    0.28527E-08    0.10309E-05   -0.26309E-06
  1356    0.73396E+03    0.23050E+02    0.76685E-04   -0.65187E+02    0.28482E-08    0.10253E-05   -0.26096E-06
  1357    0.73583E+03    0.22845E+02    0.76508E-04   -0.65244E+02    0.28436E-08    0.10194E-05   -0.25880E-06
  1358    0.73770E+03    0.22640E+02    0.76329E-04   -0.65283E+02    0.28390E-08    0.10131E-05   -0.25662E-06
  1359    0.73956E+03    0.22435E+02    0.76151E-04   -0.65309E+02    0.28345E-08    0.10066E-05   -0.25441E-06
  1360    0.74141E+03    0.22230E+02    0.75971E-04   -0.65318E+02    0.28300E-08    0.99978E-06   -0.25219E-06
  1361    0.74327E+03    0.22022E+02    0.75792E-04   -0.65311E+02    0.28254E-08    0.99280E-06   -0.24994E-06
  1362    0.74511E+03    0.21815E+02    0.75611E-04   -0.65288E+02    0.28209E-08    0.98566E-06   -0.24767E-06
  1363    0.74695E+03    0.21607E+02    0.75431E-04   -0.65251E+02    0.28164E-08    0.97841E-06   -0.24538E-06
  1364    0.74875E+03    0.21398E+02    0.75249E-04   -0.65196E+02    0.28119E-08    0.97110E-06   -0.24307E-06
  1365    0.75063E+03    0.21190E+02    0.75068E-04   -0.65126E+02    0.28074E-08    0.96376E-06   -0.24074E-06
  1366    0.75242E+03    0.20980E+02    0.74885E-04   -0.65041E+02    0.28029E-08    0.95643E-06   -0.23840E-06
  1367    0.75420E+03    0.20770E+02    0.74703E-04   -0.64940E+02    0.27985E-08    0.94917E-06   -0.23605E-06
  1368    0.75605E+03    0.20561E+02    0.74520E-04   -0.64824E+02    0.27940E-08    0.94202E-06   -0.23368E-06
  1369    0.75780E+03    0.20351E+02    0.74336E-04   -0.64691E+02    0.27895E-08    0.93501E-06   -0.23129E-06
  1370    0.75955E+03    0.20142E+02    0.74152E-04   -0.64544E+02    0.27851E-08    0.92819E-06   -0.22890E-06
  1371    0.76128E+03    0.19933E+02    0.73968E-04   -0.64382E+02    0.27807E-08    0.92160E-06   -0.22649E-06
  1372    0.76300E+03    0.19724E+02    0.73784E-04   -0.64204E+02    0.27762E-08    0.91528E-06   -0.22407E-06
  1373    0.76471E+03    0.19515E+02    0.73599E-04   -0.64012E+02    0.27718E-08    0.90929E-06   -0.22165E-06
  1374    0.76641E+03    0.19307E+02    0.73413E-04   -0.63803E+02    0.27674E-08    0.90365E-06   -0.21922E-06
  1375    0.76810E+03    0.19099E+02    0.73228E-04   -0.63581E+02    0.27630E-08    0.89842E-06   -0.21678E-06
  1376    0.76977E+03    0.18892E+02    0.73042E-04   -0.63344E+02    0.27586E-08    0.89363E-06   -0.21433E-06
  1377    0.77144E+03    0.18686E+02    0.72856E-04   -0.63092E+02    0.27542E-08    0.88933E-06   -0.21188E-06
  1378    0.77309E+03    0.18478E+02    0.72669E-04   -0.62826E+02    0.27498E-08    0.88557E-06   -0.20943E-06
  1379    0.77466E+03    0.18274E+02    0.72483E-04   -0.62545E+02    0.27455E-08    0.88237E-06   -0.20698E-06
  1380    0.77622E+03    0.18068E+02    0.72296E-04   -0.62251E+02    0.27411E-08    0.87980E-06   -0.20452E-06
  1381    0.77776E+03    0.17865E+02    0.72109E-04   -0.61942E+02    0.27368E-08    0.87788E-06   -0.20207E-06
  1382    0.77915E+03    0.17662E+02    0.71921E-04   -0.61618E+02    0.27324E-08    0.87666E-06   -0.19961E-06
  1383    0.78068E+03    0.17460E+02    0.71734E-04   -0.61281E+02    0.27281E-08    0.87619E-06   -0.19716E-06
  1384    0.78204E+03    0.17260E+02    0.71546E-04   -0.60930E+02    0.27237E-08    0.87651E-06   -0.19471E-06
  1385    0.78340E+03    0.17060E+02    0.71358E-04   -0.60566E+02    0.27194E-08    0.87766E-06   -0.19227E-06
  1386    0.78475E+03    0.16862E+02    0.71170E-04   -0.60189E+02    0.27151E-08    0.87968E-06   -0.18983E-06
  1387    0.78601E+03    0.16665E+02    0.70982E-04   -0.59798E+02    0.27108E-08    0.88262E-06   -0.18739E-06
  1388    0.78741E+03    0.16469E+02    0.70793E-04   -0.59395E+02    0.27065E-08    0.88652E-06   -0.18497E-06
  1389    0.78865E+03    0.16275E+02    0.70605E-04   -0.58978E+02    0.27022E-08    0.89141E-06   -0.18255E-06
  1390    0.78981E+03    0.16082E+02    0.70416E-04   -0.58550E+02    0.26980E-08    0.89736E-06   -0.18014E-06
  1391    0.79103E+03    0.15892E+02    0.70228E-04   -0.58109E+02    0.26937E-08    0.90438E-06   -0.17775E-06
  1392    0.79217E+03    0.15702E+02    0.70039E-04   -0.57656E+02    0.26894E-08    0.91254E-06   -0.17536E-06
  1393    0.79330E+03    0.15515E+02    0.69850E-04   -0.57190E+02    0.26852E-08    0.92187E-06   -0.17299E-06
  1394    0.79435E+03    0.15330E+02    0.69662E-04   -0.56715E+02    0.26809E-08    0.93242E-06   -0.17063E-06
  1395    0.79538E+03    0.15146E+02    0.69473E-04   -0.56226E+02    0.26767E-08    0.94422E-06   -0.16829E-06
  1396    0.79641E+03    0.14965E+02    0.69284E-04   -0.55728E+02    0.26725E-08    0.95733E-06   -0.16596E-06
  1397    0.79736E+03    0.14785E+02    0.69095E-04   -0.55217E+02    0.26683E-08    0.97178E-06   -0.16365E-06
  1398    0.79822E+03    0.14607E+02    0.68906E-04   -0.54696E+02    0.26640E-08    0.98761E-06   -0.16136E-06
  1399    0.79907E+03    0.14432E+02    0.68717E-04   -0.54165E+02    0.26598E-08    0.10049E-05   -0.15909E-06
  1400    0.79992E+03    0.14259E+02    0.68529E-04   -0.53623E+02    0.26556E-08    0.10236E-05   -0.15683E-06
  1401    0.80068E+03    0.14088E+02    0.68340E-04   -0.53071E+02    0.26515E-08    0.10438E-05   -0.15460E-06
  1402    0.80143E+03    0.13920E+02    0.68152E-04   -0.52510E+02    0.26473E-08    0.10656E-05   -0.15239E-06
  1403    0.80210E+03    0.13754E+02    0.67963E-04   -0.51939E+02    0.26431E-08    0.10887E-05   -0.15020E-06
  1404    0.80269E+03    0.13591E+02    0.67775E-04   -0.51358E+02    0.26389E-08    0.11132E-05   -0.14803E-06
  1405    0.80334E+03    0.13430E+02    0.67587E-04   -0.50768E+02    0.26348E-08    0.11391E-05   -0.14588E-06
