;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0012000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.6747096 debye (this corresponds to beta = 0.40000001 debye)
;
;
;    Diklike grains are asssumed to be randomly oriented with respect to their angular momentum vector.
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
       1.0009506   1.0377683e-22
       1.0028544   1.0452262e-22
       1.0047619   1.0527449e-22
       1.0066730   1.0603216e-22
       1.0085877   1.0679564e-22
       1.0105060   1.0756506e-22
       1.0124281   1.0834072e-22
       1.0143537   1.0912235e-22
       1.0162831   1.0990998e-22
       1.0182161   1.1070381e-22
       1.0201527   1.1150403e-22
       1.0220931   1.1231040e-22
       1.0240372   1.1312298e-22
       1.0259849   1.1394202e-22
       1.0279364   1.1476759e-22
       1.0298915   1.1559951e-22
       1.0318504   1.1643786e-22
       1.0338130   1.1728295e-22
       1.0357794   1.1813469e-22
       1.0377495   1.1899300e-22
       1.0397233   1.1985796e-22
       1.0417009   1.2072995e-22
       1.0436822   1.2160874e-22
       1.0456674   1.2249430e-22
       1.0476563   1.2338680e-22
       1.0496489   1.2428651e-22
       1.0516454   1.2519322e-22
       1.0536457   1.2610694e-22
       1.0556497   1.2702788e-22
       1.0576576   1.2795623e-22
       1.0596693   1.2889178e-22
       1.0616848   1.2983459e-22
       1.0637042   1.3078491e-22
       1.0657274   1.3174282e-22
       1.0677544   1.3270815e-22
       1.0697853   1.3368100e-22
       1.0718201   1.3466167e-22
       1.0738587   1.3565011e-22
       1.0759013   1.3664620e-22
       1.0779477   1.3765009e-22
       1.0799979   1.3866209e-22
       1.0820521   1.3968205e-22
       1.0841102   1.4070993e-22
       1.0861722   1.4174591e-22
       1.0882382   1.4279025e-22
       1.0903080   1.4384276e-22
       1.0923818   1.4490348e-22
       1.0944596   1.4597260e-22
       1.0965413   1.4705032e-22
       1.0986269   1.4813645e-22
       1.1007166   1.4923108e-22
       1.1028102   1.5033444e-22
       1.1049077   1.5144663e-22
       1.1070093   1.5256750e-22
       1.1091149   1.5369714e-22
       1.1112245   1.5483588e-22
       1.1133380   1.5598366e-22
       1.1154556   1.5714040e-22
       1.1175773   1.5830624e-22
       1.1197029   1.5948151e-22
       1.1218327   1.6066604e-22
       1.1239664   1.6185984e-22
       1.1261042   1.6306308e-22
       1.1282461   1.6427604e-22
       1.1303921   1.6549854e-22
       1.1325421   1.6673062e-22
       1.1346963   1.6797250e-22
       1.1368545   1.6922437e-22
       1.1390168   1.7048608e-22
       1.1411833   1.7175770e-22
       1.1433538   1.7303949e-22
       1.1455285   1.7433155e-22
       1.1477074   1.7563375e-22
       1.1498903   1.7694621e-22
       1.1520775   1.7826926e-22
       1.1542688   1.7960282e-22
       1.1564642   1.8094685e-22
       1.1586638   1.8230150e-22
       1.1608677   1.8366712e-22
       1.1630757   1.8504354e-22
       1.1652879   1.8643079e-22
       1.1675043   1.8782903e-22
       1.1697249   1.8923861e-22
       1.1719498   1.9065930e-22
       1.1741789   1.9209117e-22
       1.1764122   1.9353447e-22
       1.1786498   1.9498940e-22
       1.1808916   1.9645582e-22
       1.1831377   1.9793380e-22
       1.1853881   1.9942366e-22
       1.1876427   2.0092543e-22
       1.1899016   2.0243906e-22
       1.1921649   2.0396467e-22
       1.1944324   2.0550260e-22
       1.1967043   2.0705278e-22
       1.1989804   2.0861518e-22
       1.2012609   2.1018998e-22
       1.2035458   2.1177755e-22
       1.2058349   2.1337771e-22
       1.2081285   2.1499050e-22
       1.2104264   2.1661613e-22
       1.2127286   2.1825493e-22
       1.2150353   2.1990671e-22
       1.2173463   2.2157154e-22
       1.2196618   2.2324972e-22
       1.2219816   2.2494140e-22
       1.2243058   2.2664648e-22
       1.2266345   2.2836509e-22
       1.2289676   2.3009754e-22
       1.2313052   2.3184385e-22
       1.2336471   2.3360400e-22
       1.2359936   2.3537813e-22
       1.2383445   2.3716662e-22
       1.2406998   2.3896936e-22
       1.2430597   2.4078638e-22
       1.2454240   2.4261789e-22
       1.2477929   2.4446422e-22
       1.2501662   2.4632525e-22
       1.2525441   2.4820101e-22
       1.2549264   2.5009180e-22
       1.2573134   2.5199787e-22
       1.2597048   2.5391907e-22
       1.2621008   2.5585553e-22
       1.2645014   2.5780758e-22
       1.2669065   2.5977533e-22
       1.2693162   2.6175868e-22
       1.2717305   2.6375782e-22
       1.2741493   2.6577314e-22
       1.2765728   2.6780459e-22
       1.2790009   2.6985215e-22
       1.2814336   2.7191607e-22
       1.2838709   2.7399667e-22
       1.2863129   2.7609391e-22
       1.2887595   2.7820780e-22
       1.2912108   2.8033863e-22
       1.2936667   2.8248667e-22
       1.2961273   2.8465184e-22
       1.2985925   2.8683423e-22
       1.3010625   2.8903420e-22
       1.3035372   2.9125190e-22
       1.3060165   2.9348721e-22
       1.3085006   2.9574038e-22
       1.3109894   2.9801175e-22
       1.3134830   3.0030136e-22
       1.3159813   3.0260917e-22
       1.3184843   3.0493542e-22
       1.3209921   3.0728051e-22
       1.3235047   3.0964440e-22
       1.3260220   3.1202707e-22
       1.3285442   3.1442887e-22
       1.3310711   3.1685007e-22
       1.3336028   3.1929065e-22
       1.3361394   3.2175065e-22
       1.3386808   3.2423049e-22
       1.3412270   3.2673031e-22
       1.3437780   3.2925006e-22
       1.3463340   3.3178998e-22
       1.3488947   3.3435038e-22
       1.3514604   3.3693140e-22
       1.3540309   3.3953297e-22
       1.3566063   3.4215539e-22
       1.3591866   3.4479901e-22
       1.3617718   3.4746389e-22
       1.3643620   3.5014996e-22
       1.3669570   3.5285761e-22
       1.3695570   3.5558717e-22
       1.3721620   3.5833862e-22
       1.3747719   3.6111199e-22
       1.3773867   3.6390772e-22
       1.3800065   3.6672602e-22
       1.3826314   3.6956685e-22
       1.3852612   3.7243042e-22
       1.3878960   3.7531708e-22
       1.3905358   3.7822704e-22
       1.3931806   3.8116019e-22
       1.3958305   3.8411691e-22
       1.3984854   3.8709748e-22
       1.4011454   3.9010209e-22
       1.4038104   3.9313064e-22
       1.4064805   3.9618354e-22
       1.4091557   3.9926112e-22
       1.4118359   4.0236347e-22
       1.4145213   4.0549057e-22
       1.4172118   4.0864284e-22
       1.4199074   4.1182061e-22
       1.4226081   4.1502382e-22
       1.4253139   4.1825273e-22
       1.4280249   4.2150764e-22
       1.4307411   4.2478885e-22
       1.4334624   4.2809626e-22
       1.4361889   4.3143031e-22
       1.4389205   4.3479121e-22
       1.4416574   4.3817926e-22
       1.4443995   4.4159434e-22
       1.4471468   4.4503694e-22
       1.4498993   4.4850731e-22
       1.4526571   4.5200569e-22
       1.4554201   4.5553201e-22
       1.4581883   4.5908672e-22
       1.4609618   4.6267017e-22
       1.4637406   4.6628241e-22
       1.4665247   4.6992365e-22
       1.4693141   4.7359419e-22
       1.4721088   4.7729439e-22
       1.4749088   4.8102420e-22
       1.4777141   4.8478413e-22
       1.4805248   4.8857427e-22
       1.4833408   4.9239505e-22
       1.4861621   4.9624635e-22
       1.4889889   5.0012879e-22
       1.4918210   5.0404250e-22
       1.4946584   5.0798776e-22
       1.4975013   5.1196466e-22
       1.5003496   5.1597358e-22
       1.5032033   5.2001490e-22
       1.5060625   5.2408868e-22
       1.5089271   5.2819526e-22
       1.5117971   5.3233485e-22
       1.5146726   5.3650792e-22
       1.5175535   5.4071443e-22
       1.5204400   5.4495494e-22
       1.5233319   5.4922953e-22
       1.5262293   5.5353865e-22
       1.5291323   5.5788223e-22
       1.5320407   5.6226102e-22
       1.5349547   5.6667502e-22
       1.5378742   5.7112465e-22
       1.5407993   5.7560995e-22
       1.5437300   5.8013146e-22
       1.5466662   5.8468949e-22
       1.5496080   5.8928410e-22
       1.5525554   5.9391576e-22
       1.5555084   5.9858471e-22
       1.5584671   6.0329142e-22
       1.5614313   6.0803577e-22
       1.5644012   6.1281859e-22
       1.5673767   6.1763985e-22
       1.5703579   6.2250007e-22
       1.5733448   6.2739913e-22
       1.5763374   6.3233797e-22
       1.5793356   6.3731653e-22
       1.5823396   6.4233530e-22
       1.5853492   6.4739426e-22
       1.5883646   6.5249414e-22
       1.5913857   6.5763522e-22
       1.5944126   6.6281757e-22
       1.5974452   6.6804169e-22
       1.6004836   6.7330792e-22
       1.6035278   6.7861676e-22
       1.6065777   6.8396805e-22
       1.6096335   6.8936273e-22
       1.6126951   6.9480077e-22
       1.6157625   7.0028285e-22
       1.6188357   7.0580870e-22
       1.6219148   7.1137940e-22
       1.6249997   7.1699495e-22
       1.6280905   7.2265588e-22
       1.6311872   7.2836209e-22
       1.6342898   7.3411451e-22
       1.6373982   7.3991342e-22
       1.6405126   7.4575894e-22
       1.6436329   7.5165147e-22
       1.6467592   7.5759153e-22
       1.6498914   7.6357974e-22
       1.6530295   7.6961586e-22
       1.6561736   7.7570081e-22
       1.6593237   7.8183473e-22
       1.6624798   7.8801834e-22
       1.6656419   7.9425143e-22
       1.6688100   8.0053494e-22
       1.6719841   8.0686905e-22
       1.6751643   8.1325447e-22
       1.6783505   8.1969094e-22
       1.6815428   8.2617955e-22
       1.6847411   8.3272053e-22
       1.6879456   8.3931415e-22
       1.6911561   8.4596076e-22
       1.6943727   8.5266109e-22
       1.6975955   8.5941564e-22
       1.7008244   8.6622433e-22
       1.7040594   8.7308793e-22
       1.7073006   8.8000690e-22
       1.7105479   8.8698193e-22
       1.7138014   8.9401279e-22
       1.7170611   9.0110037e-22
       1.7203270   9.0824514e-22
       1.7235992   9.1544783e-22
       1.7268775   9.2270812e-22
       1.7301621   9.3002703e-22
       1.7334529   9.3740509e-22
       1.7367500   9.4484265e-22
       1.7400533   9.5233998e-22
       1.7433630   9.5989775e-22
       1.7466789   9.6751669e-22
       1.7500011   9.7519685e-22
       1.7533297   9.8293881e-22
       1.7566646   9.9074324e-22
       1.7600058   9.9861090e-22
       1.7633534   1.0065417e-21
       1.7667074   1.0145361e-21
       1.7700677   1.0225954e-21
       1.7734344   1.0307198e-21
       1.7768076   1.0389093e-21
       1.7801871   1.0471646e-21
       1.7835731   1.0554870e-21
       1.7869655   1.0638764e-21
       1.7903644   1.0723332e-21
       1.7937697   1.0808579e-21
       1.7971815   1.0894518e-21
       1.8005998   1.0981150e-21
       1.8040246   1.1068476e-21
       1.8074559   1.1156505e-21
       1.8108937   1.1245249e-21
       1.8143381   1.1334707e-21
       1.8177891   1.1424881e-21
       1.8212465   1.1515784e-21
       1.8247106   1.1607424e-21
       1.8281813   1.1699798e-21
       1.8316585   1.1792914e-21
       1.8351424   1.1886785e-21
       1.8386329   1.1981413e-21
       1.8421300   1.2076801e-21
       1.8456338   1.2172954e-21
       1.8491443   1.2269889e-21
       1.8526614   1.2367605e-21
       1.8561852   1.2466103e-21
       1.8597158   1.2565392e-21
       1.8632530   1.2665489e-21
       1.8667970   1.2766392e-21
       1.8703477   1.2868103e-21
       1.8739051   1.2970631e-21
       1.8774694   1.3073993e-21
       1.8810404   1.3178186e-21
       1.8846182   1.3283213e-21
       1.8882028   1.3389088e-21
       1.8917942   1.3495821e-21
       1.8953925   1.3603410e-21
       1.8989976   1.3711862e-21
